Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result
368,Imran Ahmed,16,female,Rangpur,6,74.4,3.6,88,56,-25,119.0,postgraduate,Y,pass
STU-00571,Zayed Hossain,16,male,rangpur,9,82.6,5.1,48,95,70,213.0,illiterate,Yes,fail
4100,Imran Talukder,16,M,Mymensign,10,81.3,6.2,84,38,98,220.0,Post Graduate,Y,F
4746,Ayesha Rahman,16,M,barisal,8th,107.4,2.8,86,72,81,239.0,secondary,YES,P
9634,Momo Islam,13,female,sylhet,8,69.0,4.0,36,51,69,156.0,Graduate,NO,
7612,Farhan Das,11,MALE,Dhaka ,8,72.4,21.2,69,47,78,194.0,higher secondary,No,FAIL
4538,Rahim Das,13,O,Barisal,06,86.7,2.4,45,54,86,185.0,N/A,,F
1594,Bristi Talukder,16,other,mymensingh,10,81.0,2.2,60,89,66,215.0,PRIMARY,Yes,fail
2264,Kabir Khan,-5,male,chittagong,Nine,93.8,6.1,98,73,67,238.0,Primary,No,fail
9734,Kabir Hossain,11,female,barisal,7th,85.6,4.4,99,52,57,208.0,Unknown,1,fail
8914,Tanvir Talukder,240,Male,mymensingh,8th,79.4,3.6,80,56,38,174.0,,,P
1542,Anik Hossain,11,Other,Sylhet,9,94.8,5.6,-22,78,97,153.0,Primary,Yes,pass
9753,Sohan Rahman,13,Male,KHULNA ,06,100.0,2.1,75,85,55,215.0,unknown,No,
8679,Nusrat Rahman,15,MALE,KHULNA ,10,90.9,0.4,55,53,87,195.0,PRIMARY,,fail
9798,Zayed Akter,16,Other,SYLHET,10,-28.8,3.4,,81,66,147.0,higher secondary,NO,
9589,Rafi Ahmed,15,Male,DHAKA,8th,95.1,4.7,93,43,54,190.0,PRIMARY,N,PASS
4645,Fatema Hossain,16,Female,rangpur,8,88.2,3.3,60,32,44,136.0,N/A,1,
9471,Riya Akter,17,MALE,barisal,Eight,99.6,3.8,31,78,77,186.0,GRADUATE,YES,fail
5366,Shila Sarker,17,M,Rajshahi ,Seven,73.4,2.6,95,73,57,225.0,Primary,Yes,fail
1841,Mitu Hossain,17,Other,Barisal,8th,84.4,3.1,72,36,92,200.0,Illiterate,n/a,
8311,Shila Ahmed,12,,  Dhaka,10,82.9,2.7,82,64,50,196.0,higher secondary,YES,Fail
6128,Zayed Khan,11,O,rangpur,Nine,82.3,2.2,44,78,37,159.0,PRIMARY,No,P
5042,Anik Das,14,M,mymensingh,9,76.2,3.7,87,33,79,199.0,Graduate,no,fail
5786,Imran Rahman,17,,DHAKA,7th,86.7,3.0,65,95,40,200.0,illiterate,YES,FAIL
9643,Rahim Ahmed,16,male,Barishal,8th,85.0,3.1,34,39,54,127.0,Primary,NO,pass
73,Fatema Ahmed,15,O,Rajshahi ,9,87.0,1.8,81,82,52,215.0,PRIMARY,N,
7071,rupa chowdhury,13,F,Sylhet,8th,91.1,3.2,78,91,68,237.0,Primary,,Fail
4830 ,Arif Sarker,14,Female,Chattogram,Eight,74.6,1.8,43,31,33,107.0,illiterate,NO,Pass
8919,Priya Talukder,14,O,Barisal,Seven,81.7,3.6,65,30,32,127.0,Primary,NO,PASS
5091,Hasan Chowdhury,14,F,  Dhaka,Seven,91.3,1.4,35,290,,325.0,primary,N,pass
4859 ,Jannat Khan,13,F,Khulna,10th,86.1,1.7,38,75,85,198.0,primary,NO,pass
7864,Fatema Das,12,FEMALE,sylhet,8th,77.3,2.3,52,94,174,320.0,N/A,0,P
6234,Anik Ahmed,12,Male,rangpur,10th,87.0,3.0,84,42,49,175.0,Post Graduate,no,PASS
2836,Anik Akter,11,female,khulna,6th,92.0,3.7,86,75,77,238.0,Illiterate,,FAIL
4270,Sohan Khan,13,MALE,khulna,8,99.1,3.6,73,88,,161.0,unknown,n/a,pass
6162,Tamim Das,12,male,CHATTOGRAM,6th,83.0,2.0,59,97,73,229.0,illiterate,Yes,pass
6953,Riya Talukder,15,M,khulna,7,88.6,2.3,48,66,90,204.0,Post Graduate,no,Fail
5831,Shila Rahman,17,MALE,rajshahi,10th,75.1,3.4,72,38,69,179.0,postgraduate,YES,P
9477,Lima Chowdhury,18,M,SYLHET,Nine,93.7,2.1,64,91,75,,primary,NO,pass
3737,Rafi Ahmed,14,O,DHAKA,Six,82.7,4.2,81,63,91,235.0,Unknown,NO,pass
8971,Rafi Khan,18,female,Sylhet,Seven,85.5,2.7,50,95,,145.0,Post Graduate,,PASS
6949,Ayesha Khan,18,,SYLHET,Seven,81.5,3.2,45,44,87,176.0,Primary,YES,fail
2512,Zayed Rahman,18,male,dhaka,6th,75.7,1.5,36,79,75,190.0,Unknown,No,
7055,Imran Chowdhury,17,Male,khulna,Eight,97.3,4.7,44,90,35,169.0,Primary,Yes,fail
7284,Mitu Rahman,15,other,KHULNA ,Six,94.0,3.2,41,91,32,164.0,unknown,no,F
7272,Karim Ahmed,12,male,rajshahi,06,87.9,3.6,90,62,98,250.0,illiterate,0,F
STU-01781,Imran Sarker,15,M,SYLHET,Seven,80.1,0.8,61,50,47,158.0,illiterate,NO,Fail
6448,Fatema Chowdhury,17,Male,Sylhet,Ten,96.0,2.4,66,41,94,201.0,Secondary,Yes,PASS
1776,Karim Rahman,15,Male,Sylhet,8,80.5,3.3,60,35,40,127.0,Graduate,YES,P
1535,Ayesha Khan,16,Female,,9,84.4,3.4,35,92,67,194.0,Illiterate,N,F
4935,Jannat Das,13,Male,  Dhaka,8th,85.9,5.1,70,83,70,223.0,postgraduate,yes,F
3106,Shila Khan,16,other,DHAKA,7th,96.1,1.6,42,74,-41,75.0,PRIMARY,NO,
3766,Bristi Sarker,11,Male,Mymensingh,9th,79.9,5.3,67,76,64,207.0,N/A,Y,PASS
3335,Sohan Akter,11,M,rangpur,10,93.8,3.7,46,33,90,169.0,PRIMARY,YES,PASS
3597,Rupa Hossain,11,MALE,  Dhaka,8,85.3,2.4,76,67,68,211.0,Graduate,Yes,fail
4961,Sabbir Islam,12,Male,  Dhaka,7th,85.0,2.6,69,91,35,195.0,N/A,n/a,PASS
3331,Anik Hossain,18,,rajshahi,7th,71.1,3.5,58,59,32,149.0,Primary,no,F
8077,Rahim Chowdhury,16,FEMALE,CHATTOGRAM,10th,102.7,1.3,39,40,32,111.0,Secondary,0,
8604,Anik Sarker,16,F,Khulna,9th,81.0,2.7,88,36,78,202.0,N/A,0,Fail
4913,Tamim Islam,12,Other,Khulna,7th,64.4,-4.8,89,48,53,190.0,Unknown,Yes,PASS
7773,Lima Chowdhury,18,FEMALE,sylhet,6,86.5,4.5,90,49,37,176.0,unknown,yes,fail
6000,Mim Rahman,13,MALE,sylhet,Six,77.6,3.5,95,94,-40,error,Secondary,n/a,FAIL
4395,Rupa Talukder,13,Male,DHAKA,Six,85.8,1.5,74,32,46,152.0,illiterate,0,fail
4468,Anik Chowdhury,12,male,Chittagong,9th,,2.6,37,86,57,180.0,N/A,Y,P
STU-05996,Rakib Khan,17,Other,Rajshahi,7,75.4,1.6,49,76,53,178.0,Unknown,yes,P
5390,Shila Islam,14,male,rangpur,7th,103.1,3.4,34,73,94,201.0,illiterate,,pass
4363,Shila Sarker,18,MALE,Dhaka ,9,83.9,1.0,57,38,74,169.0,secondary,Y,
3963,Jannat Ahmed,12,MALE,Dacca,Nine,71.5,2.3,98,92,76,266.0,Post Graduate,,F
4257,Nusrat Akter,17,Other,Dhaka,9,81.7,2.4,62,86,81,229.0,Higher Secondary,No,P
1785,Anik Khan,18,M,sylhet,8,102.5,4.1,69,54,54,177.0,secondary,no,P
9034,Momo Chowdhury,12,O,Mymensingh,7,87.0,4.1,86,72,57,215.0,postgraduate,N,Fail
7206,Imran Ahmed,11,Male,Chittagong,Eight,81.0,1.8,71,58,50,error,secondary,Y,PASS
1030,Arif Hossain,17,M,DHAKA,Nine,N/A,2.7,84,38,81,203.0,Higher Secondary,0,
520,Nadia Das,17,other,Dacca,9th,97.1,3.4,80,41,82,203.0,Unknown,n/a,FAIL
9305,Bristi Das,16,Other,Rajshahi ,7th,109.0,6.8,49,59,47,,Higher Secondary,n/a,
2447,Sohan Talukder,11,Other,Chittagong,7,74.9,2.7,47,45,31,123.0,secondary,N,F
7211,Tamim Das,17,male,sylhet,7,96.3,3.6,60,absent,62,122.0,Secondary,yes,
5320,Hasan Das,17,other,Barishal,6,82.9,2.4,77,95,52,224.0,primary,Y,Fail
1915,Mim Chowdhury,11,male,sylhet,8th,73.8,-0.2,35,94,63,192.0,primary,,FAIL
8624,Rakib Das,14,female,sylhet,Nine,87.0,1.8,59,89,39,187.0,PRIMARY,Y,
239,Tanvir Sarker,12,,Rajshahi,Nine,102.2,5.3,65,74,52,191.0,postgraduate,0,Pass
7556,Riya Talukder,16,O,Sylhet,9th,78.9,3.3,81,93,32,206.0,,yes,pass
1610,Bristi Rahman,13,male,rangpur,Seven,73.7,3.1,34,89,99,222.0,Higher Secondary,yes,P
8291,Mim Sarker,13,F,mymensingh,8th,80.6,3.5,61,64,35,160.0,Secondary,no,P
7020,Ayesha Talukder,12,Other,Barisal,9,76.0,4.0,43,78,66,187.0,graduate,YES,Pass
9059,Sohan Sarker,17,Female,rangpur,8,95.1,3.3,74,53,84,211.0,Primary,0,FAIL
396,Fatema Rahman,14,male,khulna,Ten,93.1,3.3,94,86,69,249.0,Post Graduate,,F
4191,Sadia Rahman,18,M,khulna,10th,83.7,4.3,99,61,72,232.0,PRIMARY,1,fail
8065,Zayed Akter,14,F,Barisal,10,73.5,-1.3,66,54,91,211.0,Graduate,NO,FAIL
5936,Arif Akter,13,F,rangpur,Ten,103.6,2.7,42,79,82,,higher secondary,N,FAIL
5882,Arif Das,11,MALE,sylhet,7th,85.1,2.8,87,95,82,264.0,Primary,0,Pass
1984,Farhan Khan,17,female,Barisal,8th,66.3,2.5,54,34,97,185.0,Post Graduate,YES,Fail
1937,Rahim Sarker,14,Male,barisal,10,74.4,3.9,83,77,59,219.0,illiterate,N,Fail
3365,Mim Talukder,16,male,mymensingh,7th,91.0,1.3,66,67,44,177.0,N/A,YES,Fail
9037,Mitu Hossain,15,Other,Sylhet,Nine,86.9,,80,94,54,228.0,,Yes,
2619,Fatema Khan,11,Female,Mymensign,8,92.6,1.8,54,57,-49,62.0,graduate,Yes,Pass
6649,Tanvir Hossain,17,MALE,CHATTOGRAM,9,110.2,0.3,32,66,47,145.0,primary,0,PASS
1034,Lima Akter,15,M,,8,80.5,3.0,77,53,51,181.0,Primary,n/a,P
4181,Rafi Khan,13,female,dhaka,8th,93.6,4.0,69,59,54,182.0,postgraduate,0,F
7687,Rupa Akter,13,,Mymensign,10,86.5,2.0,75,54,66,195.0,GRADUATE,no,Pass
8664,Anik Ahmed,18,MALE,SYLHET,10th,82.9,-3.7,78,84,51,213.0,secondary,n/a,fail
4389,Mitu Khan,18,Female,Khulna,6,85.7,1.7,90,52,35,177.0,,0,F
5049,Sadia Ahmed,13,male,SYLHET,Six,96.9,,54,65,89,208.0,Higher Secondary,no,fail
605,Sadia Rahman,17,Female,rangpur,Nine,89.1,3.7,231,57,85,373.0,PRIMARY,Yes,FAIL
8514,Bristi Sarker,11,other,KHULNA ,Eight,92.3,2.7,32,69,33,134.0,primary,,PASS
4978,Riya Ahmed,18,Other,Sylhet,Seven,86.5,,52,72,97,221.0,,N,FAIL
3269,Farhan Islam,12,male,Khulna,9,86.7,3.8,57,47,84,188.0,secondary,n/a,FAIL
2805,Anik Islam,16,male,Khulna,9,72.3,1.4,76,60,47,183.0,graduate,no,
1432,Priya Hossain,13,M,Barishal,9,94.0,0.4,40,90,71,201.0,Higher Secondary,0,F
7998,Hasan Ahmed,14,other,Mymensign,10,86.2,2.8,43,38,72,153.0,Primary,No,fail
2710,Lima Rahman,17,other,Dhaka ,Nine,87.9,5.0,76,56,80,212.0,higher secondary,N,fail
3651 ,Rahim Ahmed,18,Female,Rangpur,9th,78.5,2.3,77,34,90,201.0,PRIMARY,No,PASS
7384,Rafi Chowdhury,18,female,rangpur,10,N/A,,46,69,30,145.0,Primary,0,fail
9461,Ayesha Ahmed,17,M,Sylhet,7,75.2,1.7,67,57,50,174.0,Post Graduate,n/a,
4903,Sabbir Hossain,14,O,Rajshahi ,9,81.0,4.6,43,30,76,149.0,secondary,1,fail
4209,Nadia Rahman,17,other,khulna,9th,86.8,3.0,92,81,39,212.0,Illiterate,,P
2366,Tamim Hossain,14,M,DHAKA,Nine,106.7,2.8,76,61,59,196.0,N/A,yes,FAIL
1322 ,Mim Ahmed,16,Other,mymensingh,10,75.6,2.2,61,67,51,179.0,unknown,1,P
6168,Sabbir Rahman,15,Male,Mymensingh,7,70.5,3.8,37,43,53,133.0,primary,N,F
2577,Kabir Talukder,18,female,mymensingh,6,95.6,3.3,47,97,77,221.0,Primary,N,P
STU-05044,Jannat Chowdhury,17,FEMALE,Rangpur,Seven,84.4,3.0,77,78,30,185.0,primary,N,
9263 ,Ayesha Akter,14,female,sylhet,8th,90.0,3.2,43,96,79,218.0,Unknown,1,P
5684,Rakib Rahman,14,Female,Rajshahi ,8,68.8,2.4,42,87,78,207.0,Higher Secondary,1,P
6915,Jannat Islam,11,male,Khulna,9,96.3,1.9,55,33,87,175.0,secondary,no,P
5274,Riya Islam,12,Male,SYLHET,Eight,90.1,1.9,80,70,96,246.0,unknown,N,F
2642,Lima Rahman,11,M,KHULNA ,8,79.2,2.0,33,49,57,139.0,Illiterate,N,P
9832,Bristi Akter,17,Other,Barisal,06,80.5,5.2,92,50,86,228.0,Illiterate,No,
6689,Kabir Talukder,11,,Rajshahi,10,86.1,4.5,78,90,89,257.0,higher secondary,YES,Fail
8766,Tanvir Sarker,15,MALE,Rajshahi ,Eight,92.6,1.8,83,41,64,188.0,graduate,n/a,pass
4727,Nusrat Islam,12,Other,DHAKA,Nine,73.2,2.2,81,72,96,249.0,unknown,1,Fail
3755,Momo Talukder,12,F,Ctg,6,87.6,3.9,85,66,78,229.0,,no,pass
5667,priya islam,13,FEMALE,  Dhaka,10th,95.6,4.4,69,46,,115.0,primary,yes,Fail
7357,Karim Rahman,13,M,rajshahi,7,93.9,3.9,43,48,55,146.0,Unknown,n/a,
8727,Riya Ahmed,11,Female,Dacca,7,73.9,2.2,33,77,absent,110.0,primary,0,Pass
8525,Tanvir Das,13,F,rajshahi,9,72.6,3.0,85,72,82,239.0,Unknown,NO,Pass
3433,Kabir Talukder,18,other,Rajshahi ,Eight,74.1,5.7,90,40,95,236.0,Graduate,N,PASS
7688,Karim Das,17,Female,Rangpur,10th,95.7,4.9,81,32,57,170.0,Graduate,n/a,P
9434,Karim Chowdhury,14,other,,6,88.1,3.0,63,45,43,151.0,primary,,F
2684,Tamim Ahmed,16,Other,sylhet,7th,84.8,3.5,42,88,96,226.0,secondary,Yes,Pass
3381,Nusrat Hossain,17,F,barisal,7th,75.0,1.2,60,83,84,227.0,GRADUATE,NO,FAIL
5711,Sohan Ahmed,12,female,chittagong,7th,85.9,4.5,45,43,68,error,Post Graduate,YES,Pass
7326,Momo Talukder,15,Other,Chattogram,06,,4.1,57,59,74,190.0,primary,Yes,fail
STU-04319,Lima Hossain,12,FEMALE,Mymensign,7th,78.1,,77,37,35,149.0,higher secondary,no,FAIL
4074,Nusrat Khan,,Female,Chittagong,10,81.5,1.4,43,44,35,122.0,,,PASS
9195,Priya Sarker,16,female,Chattogram,10th,87.1,5.1,55,72,90,217.0,graduate,,F
6253,Rafi Islam,14,other,Ctg,Eight,81.5,1.9,81,68,41,190.0,Higher Secondary,Yes,PASS
STU-08804,Kabir Chowdhury,12,FEMALE,rangpur,7,97.4,3.3,39,69,81,189.0,unknown,YES,Fail
7091,Rafi Akter,15,MALE,dhaka,10th,71.3,4.5,54,92,57,203.0,Post Graduate,No,PASS
3933,Rakib Ahmed,18,male,sylhet,Ten,82.0,1.8,-21,83,83,145.0,illiterate,,pass
1743,Nusrat Rahman,11,other,Mymensign,9,71.6,4.6,61,56,81,198.0,higher secondary,n/a,
8726,Tanvir Islam,17,male,chittagong,Nine,90.8,7.0,32,54,63,149.0,Post Graduate,N,fail
203,Jannat Khan,12,other,KHULNA ,8,79.6,4.0,68,60,31,159.0,Secondary,Yes,P
7457,Priya Khan,17,male,Sylhet,Eight,108.6,1.0,64,78,96,238.0,Secondary,n/a,pass
1878,Sabbir Sarker,14,Male,Sylhet,10th,80.9,2.5,86,48,70,204.0,unknown,NO,PASS
8707,Farhan Das,11,F,Rajshahi,Ten,81.7,4.9,60,42,88,190.0,PRIMARY,NO,pass
6186,Momo Das,14,Male,Khulna,7,72.3,3.9,42,61,63,166.0,Higher Secondary,Yes,FAIL
9432,Hasan Talukder,13,O,  Dhaka,Ten,79.8,2.3,41,93,50,184.0,postgraduate,N,Pass
6259,Tamim Talukder,14,Female,rajshahi,9,85.5,4.1,94,89,96,279.0,Unknown,YES,fail
8916,Nadia Chowdhury,13,Other,mymensingh,9th,80.4,4.3,76,44,,120.0,higher secondary,N,pass
1924,Imran Ahmed,16,M,Mymensign,7,96.1,4.3,91,77,33,201.0,Secondary,,Fail
9266,Jannat Sarker,18,F,  Dhaka,Six,77.7,1.7,34,47,47,128.0,Secondary,Yes,Pass
2842,Sohan Sarker,15,FEMALE,Rajshahi,10th,83.7,1.0,53,67,86,206.0,secondary,yes,F
4384,Rupa Akter,17,O,Barisal,Nine,80.0,1.6,58,63,36,157.0,PRIMARY,yes,Pass
8327,Rupa Das,14,Other,barisal,8th,74.8,4.2,84,85,33,202.0,graduate,no,
1925 ,Arif Khan,15,Female,CHATTOGRAM,9,73.2,3.7,76,34,79,189.0,secondary,,fail
8853,Shila Hossain,17,O,rangpur,10th,161.2,3.4,94,63,90,247.0,Illiterate,Y,Fail
4210,Tanvir Das,16,other,mymensingh,9,93.4,28.1,77,45,75,197.0,graduate,0,FAIL
6466,Rupa Chowdhury,12,Female,Mymensingh,7th,83.9,1.1,50,97,93,240.0,postgraduate,NO,
9346,Priya Rahman,18,Male,dhaka,7,84.1,5.4,86,74,94,254.0,,no,F
28,Ayesha Das,14,female,KHULNA ,Six,84.5,3.3,,88,99,187.0,Illiterate,n/a,P
8047,Riya Ahmed,14,Male,Barisal,6,98.0,0.6,70,77,57,204.0,secondary,,Pass
8508,Fatema Ahmed,17,M,Rajshahi,06,74.9,4.1,41,82,73,196.0,,yes,Fail
5206,Karim Rahman,,FEMALE,mymensingh,7,78.3,1.9,67,42,78,187.0,postgraduate,n/a,Pass
7913,Mitu Talukder,14,Female,Rajshahi ,9,93.8,2.7,94,55,76,225.0,Primary,n/a,P
7276,Bristi Akter,11,F,Sylhet,8th,88.9,2.7,72,82,56,210.0,postgraduate,NO,pass
3569,Hasan Sarker,15,other,Chittagong,10,95.6,1.3,41,70,85,196.0,PRIMARY,,PASS
7255,Sadia Talukder,14,,Mymensign,9,90.0,2.7,92,65,45,202.0,primary,yes,PASS
5321,Shila Talukder,15,Male,sylhet,Eight,58.9,1.0,97,72,41,210.0,Higher Secondary,Yes,Pass
7897,Hasan Akter,18,Female,Mymensingh,Ten,90.8,1.9,96,86,48,230.0,illiterate,no,fail
3432,Ayesha Akter,13,MALE,Khulna,7,82.8,2.2,57,85,66,208.0,Illiterate,N,fail
7878,Rakib Akter,18,Female,Sylhet,9,100.3,3.9,35,93,75,203.0,Unknown,1,
8251,Farhan Islam,15,MALE,Sylhet,06,89.9,3.3,31,55,98,184.0,Post Graduate,YES,P
6493,Anik Hossain,15,Male,Mymensign,Seven,78.5,3.2,44,89,83,216.0,secondary,Y,Pass
2177,Shila Hossain,,F,Chittagong,10,154.9,-0.6,51,99,90,240.0,graduate,Yes,
4622,Sabbir Islam,11,F,,9,79.3,3.2,74,36,94,204.0,Secondary,YES,F
2522,Bristi Chowdhury,18,F,Mymensingh,6,68.9,5.5,85,-15,97,167.0,Post Graduate,,
5570,Rafi Khan,12,F,Barishal,Eight,71.3,7.0,70,98,59,227.0,PRIMARY,1,Fail
9626,Nusrat Khan,14,,KHULNA ,9,80.4,2.2,84,79,58,221.0,unknown,0,FAIL
3880,Bristi Das,13,female,rajshahi,6th,90.8,4.5,87,30,72,207.0,Graduate,N,
4603,Rahim Khan,14,F,Mymensingh,8th,95.3,4.4,37,89,94,220.0,Higher Secondary,YES,Fail
3552 ,Jannat Hossain,12,Male,barisal,6th,93.0,4.6,90,72,73,235.0,Higher Secondary,N,F
4978,Riya Ahmed,18,Other,Sylhet,Seven,86.5,,52,72,97,221.0,,N,FAIL
9677,Rakib Akter,12,Other,Rajshahi ,8th,87.5,2.0,96,261,58,415.0,graduate,NO,FAIL
1224,Rupa Akter,16,M,rajshahi,10th,92.6,,41,91,47,179.0,secondary,Yes,PASS
2445,Mim Khan,11,F,Barisal,7,101.1,3.7,42,38,92,172.0,postgraduate,,pass
STU-07605,Sohan Islam,13,M,Rangpur,8,88.9,2.3,50,69,90,209.0,Graduate,no,Pass
2564,Priya Akter,,O,,8th,89.0,5.4,91,72,61,224.0,Graduate,0,P
3313,Momo Akter,18,FEMALE,Sylhet,7th,90.0,3.7,60,41,86,187.0,Higher Secondary,no,P
8232,Imran Chowdhury,18,Other,Rajshahi,6th,78.2,3.6,65,98,34,197.0,Illiterate,1,Fail
5792,Tamim Khan,15,M,sylhet,6th,74.9,2.5,56,36,94,186.0,Primary,Y,
9407,Tanvir Islam,11,FEMALE,Chattogram,10th,89.0,2.7,55,79,56,190.0,illiterate,no,Fail
7036,Anik Ahmed,15,Female,Chittagong,Eight,,3.4,42,82,68,,PRIMARY,Y,pass
3068,Farhan Akter,15,male,Sylhet,9,92.2,3.3,35,49,69,153.0,Secondary,Yes,fail
1627,Mitu Rahman,14,F,Barishal,8th,,3.8,63,92,77,232.0,graduate,YES,FAIL
1265,Riya Rahman,16,other,Rangpur,10,85.8,3.9,41,98,35,174.0,primary,NO,P
3970,Arif Islam,13,other,  Dhaka,7,87.0,2.4,41,69,77,187.0,Unknown,Yes,FAIL
1965,Momo Akter,13,Male,Khulna,9,84.9,2.6,89,70,94,253.0,Primary,yes,Fail
8282,Mitu Islam,14,,Sylhet,Seven,73.4,2.5,99,60,38,197.0,illiterate,N,
878,Ayesha Akter,16,Other,barisal,Nine,84.2,5.1,absent,71,42,113.0,unknown,no,fail
9309,Mim Talukder,17,other,sylhet,Six,74.9,-0.0,93,94,57,244.0,Unknown,NO,Pass
9825,Tanvir Akter,17,Other,Sylhet,Six,,3.9,67,65,61,193.0,Secondary,1,Pass
5736,Mim Sarker,12,,sylhet,8th,,3.6,91,38,75,204.0,Primary,0,F
3479,Priya Ahmed,fifteen,F,rajshahi,10th,81.5,3.3,79,30,48,157.0,Illiterate,N,
4110,Jannat Akter,14,MALE,sylhet,10th,98.2,2.7,33,63,61,157.0,,No,P
482,Ayesha Khan,15,F,Mymensign,10,91.5,3.3,91,75,42,208.0,graduate,1,pass
9455,Hasan Chowdhury,12,M,Chittagong,Eight,81.0,5.7,35,39,58,132.0,Post Graduate,1,P
9162,Momo Talukder,13,MALE,SYLHET,9th,79.1,1.2,91,36,73,200.0,graduate,,Fail
7890,Nusrat Islam,,M,Sylhet,8,86.3,4.6,282,50,88,420.0,Illiterate,Yes,PASS
7314,Jannat Ahmed,12,,Rajshahi,Nine,86.7,2.0,47,31,54,132.0,unknown,Yes,
9106,Zayed Chowdhury,13,male,Rangpur,Ten,75.7,-2.9,99,68,45,212.0,Secondary,no,Pass
6521,Lima Khan,11,,Khulna,Seven,70.3,2.3,58,85,35,178.0,postgraduate,NO,
2553,Rupa Khan,12,female,Rajshahi ,7,90.8,3.7,45,57,33,135.0,illiterate,NO,Pass
8520,Bristi Hossain,14,M,Mymensign,Nine,79.6,3.0,43,91,36,170.0,PRIMARY,YES,PASS
9579,Priya Ahmed,13,Other,,10,76.2,2.1,56,76,75,207.0,Illiterate,,Pass
4954,Sabbir Islam,13,M,barisal,7th,101.1,4.2,,60,33,93.0,Secondary,Yes,fail
6648,Farhan Islam,16,Female,Dacca,10,81.7,4.2,absent,69,82,151.0,Secondary,yes,fail
3130,Tanvir Das,13,FEMALE,Dhaka,10th,97.1,2.5,74,51,97,222.0,N/A,yes,PASS
4143,Farhan Rahman,13,Other,DHAKA,Nine,85.3,5.9,53,80,50,183.0,postgraduate,YES,
2919,Tamim Hossain,11,F,mymensingh,06,94.1,1.0,37,61,59,157.0,GRADUATE,YES,FAIL
3872,hasan das,12,FEMALE,khulna,Ten,83.8,1.5,36,54,52,142.0,,1,fail
4042,Hasan Chowdhury,14,other,mymensingh,Seven,98.3,1.3,41,38,96,175.0,graduate,N,pass
STU-02315,Anik Hossain,15,FEMALE,SYLHET,9,98.5,2.3,50,44,96,190.0,higher secondary,n/a,Pass
STU-09750,Nusrat Talukder,13,Other,SYLHET,7,83.4,23.6,61,68,120,244.0,N/A,,P
STU-06482,Rupa Das,14,Other,chittagong,10,83.7,0.4,46,49,71,166.0,graduate,yes,FAIL
4996,Rakib Akter,18,M,KHULNA ,Nine,76.6,0.9,90,42,85,error,PRIMARY,No,pass
5119,Riya Islam,13,,Rangpur,7th,92.3,,74,40,68,182.0,postgraduate,YES,fail
4329,Bristi Talukder,18,other,  Dhaka,8th,56.2,1.9,78,92,64,234.0,higher secondary,No,PASS
942,Priya Rahman,14,,Ctg,7,62.4,1.6,80,64,34,178.0,postgraduate,n/a,FAIL
9644,Nusrat Talukder,11,M,Rajshahi ,8,85.7,4.8,89,62,38,189.0,Primary,Yes,PASS
9714,Lima Akter,17,Female,Khulna,9th,73.2,1.4,76,39,70,185.0,Primary,,Pass
1405,Bristi Rahman,11,male,Barisal,8th,78.3,2.2,54,47,52,153.0,primary,Y,pass
6926,Kabir Chowdhury,18,M,Rajshahi,7th,-24.7,2.6,91,48,64,203.0,Primary,,FAIL
3238,Kabir Chowdhury,17,other,Chattogram,6th,78.6,3.0,39,66,,105.0,Graduate,n/a,FAIL
7398,Hasan Sarker,14,FEMALE,rangpur,8th,89.4,2.2,38,34,56,128.0,higher secondary,NO,fail
9253,Nadia Islam,13,MALE,Mymensingh,10th,95.3,3.9,85,83,66,234.0,primary,Yes,pass
9053,Hasan Islam,,Male,rangpur,10th,84.4,2.5,41,89,83,213.0,Primary,No,Pass
8352,Anik Sarker,14,Female,rajshahi,9,81.0,2.1,,54,50,104.0,postgraduate,no,Pass
1810,Lima Chowdhury,13,M,Ctg,Ten,88.1,1.5,74,51,52,177.0,Illiterate,No,
6318,Kabir Khan,17,F,KHULNA ,Nine,86.2,1.2,99,-22,34,111.0,higher secondary,YES,F
205,Farhan Akter,13,F,Barishal,10,85.2,3.1,89,93,64,246.0,Unknown,no,Fail
3510,Mitu Sarker,187,FEMALE,KHULNA ,Six,76.8,-0.4,79,-11,48,116.0,postgraduate,,Fail
1163,Lima Talukder,15,F,barisal,Seven,60.9,4.1,71,57,58,186.0,PRIMARY,Y,FAIL
6775,Mim Das,170,O,Ctg,Ten,72.2,5.4,34,76,72,182.0,graduate,YES,
87,Farhan Sarker,16,O,chittagong,Nine,102.3,0.8,58,42,75,175.0,unknown,Yes,Pass
5966,Tamim Chowdhury,13,Male,Rangpur,7,94.2,3.0,56,77,279,412.0,secondary,NO,pass
8409,Jannat Sarker,15,female,SYLHET,8,69.5,0.8,47,93,-15,125.0,GRADUATE,0,
2208,Anik Akter,17,Male,Sylhet,10,91.1,1.9,79,81,99,259.0,higher secondary,no,Pass
3047,Sadia Ahmed,12,female,Mymensign,8,97.6,3.4,76,72,49,197.0,higher secondary,1,Fail
7748,Ayesha Das,13,Female,Khulna,8th,,1.8,95,75,33,203.0,unknown,NO,P
4718,Sohan Talukder,17,MALE,Rajshahi ,Nine,94.7,-1.1,80,59,,139.0,Secondary,No,
